fixture,sample,compile_ns,query_ns,rows,domain_pairs,unifications,selection_ns,linking_ns,functions_ns,database_ns,update_ns,resolved_ns,invocation_ns,pass_prepare_ns,rotator_setup_ns,rule_setup_ns,rotation_ns,callback_ns,validity_ns,solve_sync_ns,semantic_sha256
symmetric-edges-50,0,233476054,491452591,101,52599,52599,76392283,259622671,1925713,51961658,10641863,69088506,475926888,1269819,1056312,2037459,459900622,391094849,26906819,11007143,969cf8ce53587d2368255b8854757e6635d3650a34686b0904180a47a7eec0a2
symmetric-edges-50,1,88537190,267783026,101,52599,52599,33532383,123167532,768106,38343793,12411954,30397994,253927035,1141449,788298,1463471,237351202,196910493,17999827,7974910,969cf8ce53587d2368255b8854757e6635d3650a34686b0904180a47a7eec0a2
symmetric-edges-50,2,121462980,321690457,101,52599,52599,43384414,148515200,446747,38212626,16056403,39448368,301081036,1218052,947370,2172841,279609446,231663697,23684720,10355055,969cf8ce53587d2368255b8854757e6635d3650a34686b0904180a47a7eec0a2
symmetric-edges-100,0,255429889,851844131,201,205199,205199,114043839,399595348,1070735,114405205,21051552,102232434,818518646,2137853,1892891,1745066,790434918,632577791,75923611,32199742,909d037e26d31367b193b607b85172ea4e49b05c6e2948a0415e95f4788d47e1
symmetric-edges-100,1,272069463,727761615,201,205199,205199,106272202,345410225,915622,91753903,11560801,95017397,701563290,1565636,1338340,1257434,684776985,547574340,66421875,28557326,909d037e26d31367b193b607b85172ea4e49b05c6e2948a0415e95f4788d47e1
symmetric-edges-100,2,206677405,767677583,201,205199,205199,109149841,356400318,932947,94224062,16674086,97216817,741652172,1744592,564637,1679207,719726598,563919080,81315417,39564548,909d037e26d31367b193b607b85172ea4e49b05c6e2948a0415e95f4788d47e1
