fixture,sample,compile_ns,query_ns,rows,domain_pairs,unifications,selection_ns,linking_ns,functions_ns,database_ns,update_ns,resolved_ns,invocation_ns,pass_prepare_ns,rotator_setup_ns,rule_setup_ns,rotation_ns,callback_ns,validity_ns,solve_sync_ns,semantic_sha256
symmetric-edges-50-partitions-10,0,362462555,3578554804,101,89110,89110,78737508,2395257533,931658,191316428,108068471,70371198,3558890841,4219102,3223571,9024773,3428744247,2668730689,634245997,476957047,cad2b792fc78d7211e95eaee30aa9f27d1c35f5313e80da30cdfb15884afa683
symmetric-edges-50-partitions-10,1,124106843,3106202021,101,89110,89110,69348690,2082901565,920695,164922695,63727564,62206521,3082411974,3626115,4011454,4449622,3001309533,2320545682,567564025,428204970,cad2b792fc78d7211e95eaee30aa9f27d1c35f5313e80da30cdfb15884afa683
symmetric-edges-50-partitions-10,2,113038575,3124136991,101,89110,89110,73194846,2079765049,896056,156073993,50073786,65837605,3106611391,3568669,1142800,5329396,3043371913,2312488862,617690734,466315257,cad2b792fc78d7211e95eaee30aa9f27d1c35f5313e80da30cdfb15884afa683
symmetric-edges-100-partitions-10,0,253508671,11788870629,201,318210,318210,250892994,8159889309,2093305,495072633,70906945,221822302,11735272511,6833118,2264622,5965677,11645545672,8913530919,2285321039,1700945752,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
symmetric-edges-100-partitions-10,1,221755298,11666342972,201,318210,318210,251731730,8034000690,2407970,509185916,68047087,220951394,11621769134,9774581,2467949,8789225,11527785953,8802964741,2285691822,1693790770,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
symmetric-edges-100-partitions-10,2,210357346,11158422166,201,318210,318210,239912573,7749738996,2142184,465585168,60256551,210982003,11119432233,8059702,2463925,7213564,11037570739,8463046211,2153754943,1617307975,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
