groups,tuples_per_group,mode,sample,sync_ns,calls,scans,skips,group_visits,new_slots,checked_tuples
128,16,false,0,16258814,1000,1000,0,0,0,2176
128,16,true,0,2541986,1000,2,998,0,0,2176
128,16,true,1,2520204,1000,2,998,0,0,2176
128,16,false,1,10566054,1000,1000,0,0,0,2176
128,16,false,2,10298253,1000,1000,0,0,0,2176
128,16,true,2,1820852,1000,2,998,0,0,2176
128,16,true,3,1325255,1000,2,998,0,0,2176
128,16,false,3,10643351,1000,1000,0,0,0,2176
128,16,false,4,10047925,1000,1000,0,0,0,2176
128,16,true,4,1183492,1000,2,998,0,0,2176
128,16,true,5,1428441,1000,2,998,0,0,2176
128,16,false,5,9445308,1000,1000,0,0,0,2176
128,16,false,6,9269263,1000,1000,0,0,0,2176
128,16,true,6,1104873,1000,2,998,0,0,2176
128,1,false,0,9297161,1000,1000,0,0,0,256
128,1,true,0,136886,1000,2,998,0,0,256
128,1,true,1,182505,1000,2,998,0,0,256
128,1,false,1,9461692,1000,1000,0,0,0,256
128,1,false,2,7873212,1000,1000,0,0,0,256
128,1,true,2,152229,1000,2,998,0,0,256
128,1,true,3,124627,1000,2,998,0,0,256
128,1,false,3,7804567,1000,1000,0,0,0,256
128,1,false,4,7840211,1000,1000,0,0,0,256
128,1,true,4,122034,1000,2,998,0,0,256
128,1,true,5,111697,1000,2,998,0,0,256
128,1,false,5,8441897,1000,1000,0,0,0,256
128,1,false,6,7647703,1000,1000,0,0,0,256
128,1,true,6,115144,1000,2,998,0,0,256
32,16,false,0,1885338,1000,1000,0,0,0,544
32,16,true,0,139250,1000,2,998,0,0,544
32,16,true,1,189394,1000,2,998,0,0,544
32,16,false,1,1895994,1000,1000,0,0,0,544
32,16,false,2,1879098,1000,1000,0,0,0,544
32,16,true,2,139080,1000,2,998,0,0,544
32,16,true,3,129574,1000,2,998,0,0,544
32,16,false,3,1914763,1000,1000,0,0,0,544
32,16,false,4,2089336,1000,1000,0,0,0,544
32,16,true,4,155804,1000,2,998,0,0,544
32,16,true,5,149415,1000,2,998,0,0,544
32,16,false,5,1925688,1000,1000,0,0,0,544
32,16,false,6,1923024,1000,1000,0,0,0,544
32,16,true,6,128593,1000,2,998,0,0,544
32,1,false,0,1761351,1000,1000,0,0,0,64
32,1,true,0,35573,1000,2,998,0,0,64
32,1,true,1,37868,1000,2,998,0,0,64
32,1,false,1,1752389,1000,1000,0,0,0,64
32,1,false,2,1758226,1000,1000,0,0,0,64
32,1,true,2,52078,1000,2,998,0,0,64
32,1,true,3,40091,1000,2,998,0,0,64
32,1,false,3,2028595,1000,1000,0,0,0,64
32,1,false,4,1819058,1000,1000,0,0,0,64
32,1,true,4,94923,1000,2,998,0,0,64
32,1,true,5,33960,1000,2,998,0,0,64
32,1,false,5,1730234,1000,1000,0,0,0,64
32,1,false,6,1935315,1000,1000,0,0,0,64
32,1,true,6,33590,1000,2,998,0,0,64
4,16,false,0,1460279,1000,1000,0,0,0,68
4,16,true,0,34061,1000,2,998,0,0,68
4,16,true,1,33330,1000,2,998,0,0,68
4,16,false,1,1424744,1000,1000,0,0,0,68
4,16,false,2,1444153,1000,1000,0,0,0,68
4,16,true,2,34242,1000,2,998,0,0,68
4,16,true,3,34841,1000,2,998,0,0,68
4,16,false,3,1421731,1000,1000,0,0,0,68
4,16,false,4,1376301,1000,1000,0,0,0,68
4,16,true,4,33741,1000,2,998,0,0,68
4,16,true,5,49595,1000,2,998,0,0,68
4,16,false,5,1367959,1000,1000,0,0,0,68
4,16,false,6,1387949,1000,1000,0,0,0,68
4,16,true,6,32228,1000,2,998,0,0,68
4,1,false,0,2241474,1000,1000,0,0,0,8
4,1,true,0,21403,1000,2,998,0,0,8
4,1,true,1,19319,1000,2,998,0,0,8
4,1,false,1,2077537,1000,1000,0,0,0,8
4,1,false,2,1354930,1000,1000,0,0,0,8
4,1,true,2,19850,1000,2,998,0,0,8
4,1,true,3,19870,1000,2,998,0,0,8
4,1,false,3,484619,1000,1000,0,0,0,8
4,1,false,4,169195,1000,1000,0,0,0,8
4,1,true,4,14993,1000,2,998,0,0,8
4,1,true,5,14562,1000,2,998,0,0,8
4,1,false,5,165599,1000,1000,0,0,0,8
4,1,false,6,163235,1000,1000,0,0,0,8
4,1,true,6,15122,1000,2,998,0,0,8
