fixture,sample,compile_ns,query_ns,rows,domain_pairs,unifications,semantic_sha256
symmetric-edges-100-partitions-10,0,267634933,11360102857,201,318210,318210,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
symmetric-edges-100-partitions-10,1,201116707,11149358004,201,318210,318210,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
symmetric-edges-100-partitions-10,2,201511682,10924313968,201,318210,318210,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
