fixture,sample,compile_ns,query_ns,rows,domain_pairs,unifications,semantic_sha256
natives-values,0,100956077,115531300,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
natives-values,1,86312501,111691489,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
natives-values,2,91624018,101081586,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
natives-values,3,77791884,98261480,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
natives-values,4,79118722,102976278,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
natives-values,5,113609156,143877795,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
natives-values,6,82739237,119309788,1,14282,3251,1e32a669397194dffa52431a1d005bf88c0f8e9ef36b6d66cf4bd75abf9f6c3b
singleton-values,0,18661870,23892820,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
singleton-values,1,15538373,22021423,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
singleton-values,2,15456299,21757866,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
singleton-values,3,14844307,21742914,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
singleton-values,4,15830402,21651506,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
singleton-values,5,14902981,22671537,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
singleton-values,6,14009431,21303972,100,800,800,ce6a9724152e44e292c9442693ac84ed28a7e24718df94f1347f0e58df82af49
