sample,elapsed_ns,solutions,values,main_thread_reference_scans,last_passes,last_rule_visits,last_terminal_rotations,last_database_evaluations,last_domain_pairs,last_unifications
0,930129775,493,493,0,2,2964,4440,4440,3944,3944
1,933616102,493,493,0,2,2964,4440,4440,3944,3944
2,907727435,493,493,0,2,2962,4438,4438,3944,3944
3,913829639,493,493,0,2,2964,4440,4440,3944,3944
4,901958856,493,493,0,2,2964,4440,4440,3944,3944
