sample,elapsed_ns,solutions,values,main_thread_reference_scans,last_passes,last_rule_visits,last_terminal_rotations,last_database_evaluations,last_domain_pairs,last_unifications
0,1031737575,493,493,0,2,2962,4438,4438,3944,3944
1,938623106,493,493,0,2,2964,4440,4440,3944,3944
2,933908389,493,493,0,2,2964,4440,4440,3944,3944
3,962386328,493,493,0,2,2962,4438,4438,3944,3944
4,919512516,493,493,0,2,2962,4438,4438,3944,3944
